sep=,
epoch,mean_fg_dice,dice_1_other,dice_2_non-invasive_epithelium,dice_3_invasive_epithelium,dice_4_necrosis
0,0.29462793308717766,0.44922083024403664,0.21487421382746466,0.36130824147638346,0.15310844680082591
1,0.32357752198293155,0.4551689295721187,0.5239381848287209,0.0,0.3152029735308866
2,0.3779518377239234,0.49435805928704657,0.31313323448517016,0.32783469704655727,0.3764813600769194
3,0.2678923264564897,0.5386475281204202,0.5197243726805355,0.013197405025003035,0.0
4,0.33692848852549395,0.4911694328370134,0.458470762913418,0.11796187843266798,0.2801118799188764
5,0.35789843802785276,0.38860962142166766,0.4756405533083813,0.16550387586040435,0.4018397015209578
6,0.36829871168394834,0.5327831201052463,0.5242823000195921,0.0,0.416129426610955
7,0.2612348430491725,0.5236649590072987,0.5171298302752633,1.5273282924362636e-05,0.00412930963120365
8,0.3510701328427078,0.5412213043455859,0.47952440922055206,8.531610912102846e-05,0.3834495016955723
9,0.2839499047803323,0.5155578075433935,0.01691902083320759,0.37668483998591645,0.22663795075881146
10,0.33064865194290255,0.4916541106835973,5.8030209104183545e-05,0.38372202612971834,0.4471604407491904
11,0.3778604990078247,0.5492230543162931,0.516041458638509,0.0,0.4461774830764966
12,0.38379021041410866,0.48193270311293,0.09215099947181613,0.45903796426546756,0.502039174806221
13,0.3809575464980115,0.49458386118123104,0.5398353064652855,0.0,0.4894110183455293
14,0.3625042874577811,0.5608028879278469,0.45102840208718886,0.0,0.43818585981608854
15,0.31535203725405675,0.38785912970523295,0.4476501544613442,0.16320249488617136,0.2626963699634784
16,0.38438788950693525,0.5247276946960614,0.5783537803451171,0.0,0.4344700829865626
17,0.4011750641256058,0.4609306306263226,0.40446314007342254,0.2894589486053682,0.44984753719730974
18,0.449829844723263,0.5337900136963827,0.4782783828353991,0.2936381050901463,0.49361287727112363
19,0.46992988130241176,0.5741633508301681,0.3127156325172261,0.48475262355229803,0.5080879183099547
20,0.45527855100435655,0.5374246174359363,0.4512245898477241,0.24727306326668883,0.585191933467077
21,0.43617955842239897,0.5227412923289855,0.3867123520185366,0.3782561152752335,0.45700847406684025
22,0.4234662913678981,0.5301317760350409,0.25409383716735084,0.46997616345659365,0.4396633888126072
23,0.38741176351358925,0.5195541864668842,0.30709504813956806,0.43868210351966264,0.2843157159282421
24,0.4370295526789132,0.4832062892782947,0.2709194262156481,0.4489010064587922,0.5450914887629178
25,0.4379029389710759,0.5716550468980492,0.31265691351123404,0.3886776996090006,0.4786220958660198
26,0.36352838350113204,0.5218308852181245,0.361642942708069,0.4762567416943987,0.09438296438393577
27,0.41423842751032885,0.530298882982558,0.4981146270138123,0.13455182080895103,0.4939883792359941
28,0.4141052087550681,0.5791482187612853,0.5373370177843662,0.0,0.539935598474621
29,0.4765903262929738,0.4962268841281996,0.49027343124182104,0.3488935736007367,0.570967416201138
30,0.4489935617003569,0.5277882154658984,0.4339788906557046,0.43109304115015123,0.40311409952967364
31,0.5258426141277595,0.5742535541050332,0.5916025986971077,0.44213923848511333,0.49537506522378366
32,0.49395205124356273,0.6078002022460735,0.5012182704586932,0.2861294937734968,0.5806602384959874
33,0.4643684422924581,0.5407089249192871,0.39747869916121503,0.4247775199557583,0.49450862513357186
34,0.49357900835675406,0.552377797174132,0.46085290372377125,0.3873235476641756,0.5737617848649371
