sep=,
epoch,mean_fg_dice,dice_1_other,dice_2_non-invasive_epithelium,dice_3_invasive_epithelium,dice_4_necrosis
0,0.2625697650276841,0.4277894774999983,0.4674023836504632,0.0,0.15508719896027484
1,0.36548001741444214,0.46039391978194427,0.30365096080458326,0.4016408658927723,0.2962343231784688
2,0.3759782438674474,0.4775981124998338,0.42135436613441307,0.24653836014232475,0.3584221366932178
3,0.3379527354745138,0.4085862493236669,0.5479394894709106,0.0,0.39528520310347776
4,0.35874568853415867,0.5010391618398251,0.475749211688342,0.020504987729430005,0.4376893928790377
5,0.3796540405398888,0.46542781227144986,0.3969558867202915,0.43971159600040655,0.21652086716740757
6,0.28855602952298653,0.45164699635938316,0.27782655836991876,0.4244211779730135,0.0003293853896307585
7,0.39729546472923466,0.48689938338850114,0.19406209215932907,0.4638854994711734,0.444334883897935
8,0.32461080892632604,0.2794635488330793,0.4131462621892623,0.2525215454092262,0.35331187927373636
9,0.25902627550954377,0.45553916782919074,0.5001424339393096,0.02402861449924838,0.05639488577042638
10,0.3544983375034639,0.4851140952646935,0.2293580838121912,0.44189806957227273,0.26162310136469813
11,0.3952230503481332,0.4887483500177585,0.45973029700425977,0.24682762760508128,0.38558592676543313
12,0.3627804378186848,0.33600371805523976,0.24225246697749997,0.5056337904034393,0.3672317758385602
13,0.3937580555399838,0.437380948723497,0.3397371985741392,0.36214148521294387,0.4357725896493553
14,0.3965093386976098,0.45613425626386583,0.4051344737719512,0.2916259351207967,0.43314268963382546
15,0.4397511846088007,0.4902609417999431,0.40481908784192466,0.3588836199132632,0.5050410888800719
16,0.40173519531763935,0.5383414748945808,0.5395939685492528,0.11079679229323641,0.41820854553348724
17,0.4142886549327819,0.4731953661254723,0.22985713231660468,0.499901433113024,0.45420068817602643
18,0.44670021031980106,0.48106969497808255,0.43870533605174056,0.4172800764358295,0.44974573381355154
19,0.4082435624458014,0.47576545751826305,0.23340244406726096,0.44917712983059466,0.47462921836708694
20,0.4722793003829096,0.46625206803758856,0.4742542354636657,0.5020082837253024,0.4466026143050818
21,0.48615720961743053,0.505814265192099,0.4403933890383143,0.5162695773053364,0.48215160693397213
22,0.45937840877809444,0.5215831462400559,0.5763515599178264,0.45682397679682946,0.2827549521576659
23,0.48157972279626327,0.5299877491274742,0.5152510979900964,0.43934148680113994,0.4417385572663424
24,0.45191518559161825,0.4798181804358008,0.4439678354775925,0.45323997231896196,0.4306347541341178
25,0.3718478836783581,0.5022520945095182,0.5086648673919193,0.13604388626082506,0.3404306865511697
26,0.48052263295059516,0.47934722511504424,0.5357467465682266,0.4065120132721911,0.5004845468469187
27,0.4826552285807933,0.569631711116987,0.43656138623241725,0.45585749540090637,0.46857032157286255
28,0.5046323180064658,0.5501344567144676,0.42497069032718504,0.5278313076161176,0.5155928173680933
29,0.4925902761977895,0.511947288438274,0.5562664976546978,0.5112647142642751,0.39088260443391126
30,0.4985609332231474,0.5488591242145423,0.4885038751687361,0.5049345112936504,0.45194622221566066
31,0.49496287085718205,0.5460883534280287,0.5213935060962653,0.45532970358431,0.457039920320124
32,0.4787338011664266,0.5186512079480923,0.45127183313678154,0.4060076366085225,0.5390045269723102
33,0.49289136509482145,0.5393318327502024,0.4083086302031087,0.5134396677281415,0.5104853296978332
34,0.5415522181079326,0.5685761708893794,0.5612846013702912,0.5452429093091239,0.491105190862936
35,0.5545870688926193,0.5547298818931073,0.5372939715486357,0.5639256666871896,0.5623987554415448
36,0.4956592933952931,0.5638704898911461,0.5353200188912886,0.4550982479285864,0.42834841687015146
37,0.5446551872180314,0.5814429925602255,0.5800347664893792,0.4349889554611788,0.5821540343613424
38,0.5108091640115279,0.5157232480939643,0.5490538121396896,0.5073743282384047,0.4710852675740529
39,0.5580576130023487,0.5619492294530147,0.5949578639419308,0.49040024303607105,0.5849231155783783
40,0.5206791247173244,0.553263346995807,0.5784594859755146,0.46975045929287795,0.48124320660509823
41,0.5545017281703272,0.6104382782215548,0.5694156258559264,0.5111914554718743,0.5269615531319533
42,0.5054401959450247,0.5351747991317712,0.5778690914703314,0.38000249739449116,0.528714395783505
43,0.5161405135783935,0.5726214097456076,0.5315351406729911,0.4558782128335556,0.5045272910614195
44,0.491148170023874,0.5328222002923089,0.3318710868827744,0.5441972564549187,0.5557021364654943
45,0.516708489347286,0.5739582312530291,0.4171332918100877,0.5445955885788213,0.5311468457472058
46,0.5866583459864405,0.6119317572425702,0.6231351008256124,0.5047697750725922,0.6067967508049872
47,0.515883313444699,0.5652222487399365,0.5586983080642801,0.4395137183748509,0.5000989785997282
48,0.5027233676208085,0.5480607173740427,0.4629411907644075,0.5190997608667356,0.480791801478048
49,0.5337744509671082,0.5763106352986852,0.5534920273773418,0.4722019949443207,0.5330931462480847
50,0.5200151607548794,0.5389586393262505,0.4938435753826644,0.44950945772947837,0.5977489705811244
51,0.6109597325451432,0.6160281436214939,0.5677547383667114,0.5611113667608755,0.698944681431492
52,0.5396484516723341,0.6235868830413299,0.5655730395837576,0.31921789436356346,0.6502159897006854
53,0.4677944904455038,0.5845639037839909,0.5250719227659559,0.21066783565170663,0.5508742995803617
54,0.5335910855265187,0.6187006272578495,0.3131481566068869,0.5558540068400872,0.6466615514012511
55,0.5278128297224385,0.5439962869004765,0.404118110511177,0.5505103149871856,0.612626606490915
56,0.5657046029172462,0.6145791907345947,0.46082711562013084,0.5318570897461627,0.6555550155680966
57,0.5582677242611398,0.6552239711355307,0.6003252408863894,0.3596913536761285,0.6178303313465107
58,0.5415627682048008,0.5737329373474148,0.47574033390362436,0.5083980430404043,0.6083797585277594
59,0.5846928401331545,0.613615395779479,0.5719041654806152,0.4633881306287358,0.6898636686437881
60,0.5739337377397089,0.5518201446455625,0.48454118318983813,0.52738568391825,0.7319879392051851
61,0.5624436789906176,0.6128329853662082,0.44276616393083995,0.5046008276796728,0.6895747389857493
62,0.5756556268922348,0.6011715900064208,0.5297947235843425,0.5464203779604463,0.6252358160177292
63,0.6074212685782014,0.5710246226591064,0.5757388861691239,0.5804596904336085,0.7024618750509672
64,0.6224522139008188,0.6343688553916677,0.5809093797310205,0.5523492894015396,0.7221813310790477
